SAMPLE_ID,식품명,식품상세분류,1회제공량,내용량_단위,에너지(kcal),수분(g),단백질(g),지방(g),탄수화물(g),총당류(g),총 식이섬유(g),총 아미노산(mg),콜레스테롤(mg),총 포화 지방산(g),총 불포화지방산(g),트랜스 지방산(g),출처,발행기관
R001743-ZZ-AVG,"돼지 부산물, 자궁, 생것",육류,100,g,73,82.5,15.4,0.8,0,-,-,-,-,-,-,-,축과원('11),국립농업과학원
R001744-ZZ-AVG,"돼지 부산물, 족발, 생것",육류,100,g,212,64.99,23.16,12.59,0,0,0,-,88,3.570,7.381,0,USDA('18),국립농업과학원
R001745-ZZ-AVG,"돼지 부산물, 족발, 삶은것",육류,100,g,238,62.85,21.94,16.05,0,0,0,-,107,4.343,9.545,0,USDA('18),국립농업과학원
R001746-ZZ-AVG,"돼지 부산물, 족발, 조미, 삶은것",육류,100,g,220,58.9,28.91,11.65,0,0.28,0,"28,493",92.54,3.77,6.22,0.04,농진청('17),국립농업과학원
R001747-ZZ-AVG,"돼지 부산물, 직장, 생것",육류,100,g,344,57.5,9.9,32.1,0,-,-,-,-,-,-,-,축과원('11),국립농업과학원
R001748-ZZ-AVG,"돼지 부산물, 췌장, 생것",육류,100,g,154,72.1,20.7,7.1,0,-,-,-,-,-,-,-,축과원('11),국립농업과학원
R001749-ZZ-AVG,"돼지 부산물, 허파, 생것",육류,100,g,85,79.52,14.08,2.72,0,-,0,"12,831",320,0.960,0.950,-,USDA('18),국립농업과학원
R001750-ZZ-AVG,"돼지 부산물, 허파, 삶은것",육류,100,g,99,80.00,16.60,3.10,0,-,0,"15,127",387,1.090,1.080,-,USDA('18),국립농업과학원
R001751-ZZ-AVG,베이컨,육류,100,g,241,58.9,15.27,17.12,6.42,0.98,0,"15,222",57.48,5.83,10.40,0.14,농진청('16),국립농업과학원
R001752-ZZ-AVG,"베이컨, 구운것",육류,100,g,548,12.52,35.73,43.27,1.35,0,0,"35,141",107,14.187,23.924,0,USDA('18),국립농업과학원
R001753-ZZ-AVG,"소시지, 말린것",육류,100,g,467,23.5,26.7,42.0,2.6,1.9,0,"26,690",95,15.61,22.45,-,JAPAN('20),국립농업과학원
R001754-ZZ-AVG,"소시지, 리용소시지",육류,100,g,188,65.2,14.9,13.1,3.7,0.6,0,"15,370",49,4.55,7.26,-,JAPAN('20),국립농업과학원
R001755-ZZ-AVG,"소시지, 볼로냐소시지",육류,100,g,242,60.9,12.5,21.0,2.9,1.1,0,"12,720",64,7.70,11.90,-,JAPAN('20),국립농업과학원
R001756-ZZ-AVG,"소시지, 위너(비엔나)소시지",육류,100,g,251,55.6,15.27,16.91,9.36,0.87,0.1,"14,939",63.27,5.63,10.45,0.08,농진청('16),국립농업과학원
R001757-ZZ-AVG,"소시지, 이탈리안소시지",육류,100,g,290,56.44,13.90,24.26,2.97,1.19,0,-,69,8.615,15.410,0.115,USDA('18),국립농업과학원
R001758-ZZ-AVG,"소시지, 프랑크푸르트소시지",육류,100,g,241,59.3,14.41,17.70,5.90,1.28,0.1,"13,951",66.16,5.66,10.85,0.11,농진청('17),국립농업과학원
R001759-ZZ-AVG,"햄, 등심햄",육류,100,g,121,71.2,20.66,3.34,1.97,1.53,0,"20,640",52.29,1.32,1.86,0.02,농진청('17),국립농업과학원
R001760-ZZ-AVG,"햄, 런천미트햄",육류,100,g,197,62.5,15.43,11.53,7.92,0.93,0,"14,797",54.57,3.68,7.26,0.08,농진청('16),국립농업과학원
R001761-ZZ-AVG,"햄, 본레스햄, 구운것",육류,100,g,145,67.67,20.93,5.53,1.50,0,0,"20,484",53,1.810,3.160,-,USDA('18),국립농업과학원
R001762-ZZ-AVG,"햄, 프레스햄",육류,100,g,217,63.0,16.09,15.66,3.01,1.73,0,"13,395",41.47,5.61,9.14,0.11,농진청('19),국립농업과학원
R001763-ZZ-AVG,"햄, 프레스햄, 데친것",육류,100,g,256,58.1,15.44,19.51,4.63,1.57,0,"10,878",40.44,7.08,11.20,0.15,농진청('19),국립농업과학원
R001764-ZZ-AVG,"햄, 프레스햄, 구운것(팬)",육류,100,g,249,58.8,16.20,18.77,3.78,1.86,0,"13,396",46.43,6.84,10.73,0.13,농진청('19),국립농업과학원
R001765-ZZ-AVG,"햄, 슬라이스햄",육류,100,g,193,65.4,17.01,12.82,2.30,1.34,0,"11,953",51.86,4.23,8.29,0.06,농진청('19),국립농업과학원
R001766-ZZ-AVG,"햄, 슬라이스햄, 데친것",육류,100,g,203,63.7,17.26,13.14,3.94,1.54,0,"14,502",57.43,4.23,8.23,0.06,농진청('19),국립농업과학원
R001767-ZZ-AVG,"햄, 슬라이스햄, 구운것(팬)",육류,100,g,234,57.4,19.70,15.43,4.05,2.12,0,"16,105",59.13,4.86,9.48,0.07,농진청('19),국립농업과학원
R001768-ZZ-AVG,"돼지불고기, 생것",육류,100,g,128,74.9,14.1,6.9,2.4,-,-,-,-,-,-,-,식약처('96),국립농업과학원
R001769-ZZ-AVG,"순대, 선지 비율 낮은것",육류,100,g,178,59.3,3.18,3.96,32.28,1.09,0.5,"2,529",34.07,1.35,1.80,0.03,농진청('19),국립농업과학원
R001770-ZZ-AVG,"순대, 선지 비율 높은것",육류,100,g,150,70.4,9.22,7.37,11.65,2.36,0.8,"6,786",55.82,2.41,4.42,0.06,농진청('19),국립농업과학원
R001771-ZZ-AVG,"포크커틀릿, 냉동",육류,100,g,285,49.9,9.4,18.2,21.0,-,-,-,-,-,-,-,식약처('96),국립농업과학원
R001772-ZZ-AVG,"포크커틀릿, 냉동, 튀긴것(빵가루)",육류,100,g,365,37.1,16.6,23.7,21.2,-,-,-,-,-,-,-,축과원('11),국립농업과학원
R001773-ZZ-AVG,"말고기, 살코기, 생것",육류,100,g,102,76.1,20.1,2.5,0.3,-,0,"20,550",65,0.80,1.28,-,JAPAN('20),국립농업과학원
R001774-ZZ-AVG,"메추리고기, 생것",육류,100,g,194,65.4,20.5,12.9,0.1,-,0,"-20,730",120,2.93,8.45,-,JAPAN('20),국립농업과학원
R001775-ZZ-AVG,"멧돼지고기, 생것",육류,100,g,249,60.1,18.8,19.8,0.5,-,0,"-19,190",86,5.83,11.92,-,JAPAN('20),국립농업과학원
R001776-ZZ-AVG,"멧돼지고기, 앞다리, 생것",육류,100,g,191,68.8,21.5,10.7,0,-,-,-,-,-,-,-,농진청('96),국립농업과학원
R001777-ZZ-AVG,"소고기, 수입산, 갈비, 구운것(오븐)",육류,100,g,400,43.40,22.57,33.70,0,-,0,"21,589",85,13.960,15.860,-,USDA('18),국립농업과학원
R001778-ZZ-AVG,"소고기, 수입산, 목심(목심살), 생것",육류,100,g,268,59.93,16.98,21.31,0.97,0,0,"16,244",72,8.590,10.140,-,USDA('18),국립농업과학원
R001779-ZZ-AVG,"소고기, 수입산, 목심(목심살), 삶은것",육류,100,g,359,46.32,26.37,27.26,0,0,0,"25,218",103,10.860,12.750,-,USDA('18),국립농업과학원
R001780-ZZ-AVG,"소고기, 수입산, 사태, 끓인것",육류,100,g,201,58.21,33.68,6.36,0,-,0,"32,214",78,2.290,3.070,-,USDA('18),국립농업과학원
R001781-ZZ-AVG,"소고기, 수입산, 설도, 구운것(석쇠)",육류,100,g,164,66.61,28.45,4.67,0,0,0,"27,381",74,1.608,2.158,-,USDA('18),국립농업과학원
R001782-ZZ-AVG,"소고기, 수입산, 안심(안심살), 구운것",육류,100,g,267,56.04,26.46,17.12,0,0,0,"25,466",97,6.743,7.790,-,USDA('18),국립농업과학원
R001783-ZZ-AVG,"소고기, 한우, 갈비, 생것",육류,100,g,307,56.4,16.5,24.4,1.9,-,-,-,-,-,-,-,농진청('03),국립농업과학원
R001784-ZZ-AVG,"소고기, 한우, 등심, 생것",육류,100,g,313,55.3,15.61,26.30,0,0,0,"14,637",78.96,10.83,12.34,0.78,농진청('14),국립농업과학원
R001785-ZZ-AVG,"소고기, 한우, 등심, 삶은것",육류,100,g,357,46.5,25.20,26.63,0,0,0,"24,882",89.59,10.96,11.94,0.64,농진청('14),국립농업과학원
R001786-ZZ-AVG,"소고기, 한우, 등심, 구운것(팬)",육류,100,g,400,41.7,18.90,33.99,0,0,0,"17,783",94.32,13.39,15.54,0.98,농진청('14),국립농업과학원
R001787-ZZ-AVG,"소고기, 한우, 양지, 생것",육류,100,g,253,61.0,18.58,18.59,0,0,0,"16,725",65.49,5.76,7.84,0.44,농진청('14),국립농업과학원
R001788-ZZ-AVG,"소고기, 한우, 양지, 삶은것",육류,100,g,272,51.0,33.09,14.05,0,0,0,"29,562",100.85,4.83,8.26,0.31,농진청('14),국립농업과학원
R001789-ZZ-AVG,"소고기, 한우, 양지, 구운것(팬)",육류,100,g,309,49.7,25.60,21.32,0,0,0,"22,669",95.84,6.78,10.42,0.53,농진청('14),국립농업과학원
R001790-ZZ-AVG,"소고기, 한우, 채끝, 생것",육류,100,g,126,76.2,17.1,5.6,0.2,-,-,-,-,-,-,-,농진청('89),국립농업과학원
R001791-ZZ-AVG,"소고기, 한우(1++등급), 살코기, 생것",육류,100,g,269,60.1,17.88,20.60,0,0,0,"12,953",60.68,6.11,9.10,0.35,대푯값,국립농업과학원
R001792-ZZ-AVG,"소고기, 한우(1++등급), 갈비, 생것",육류,100,g,406,51.2,13.86,36.93,0,0,0,"10,150",74.68,10.30,15.86,0.61,농진청('20),국립농업과학원
R001793-ZZ-AVG,"소고기, 한우(1++등급), 갈비(꽃갈비), 생것",육류,100,g,424,46.7,12.62,39.35,0,0,0,"8,713",75.09,11.11,18.03,0.75,농진청('20),국립농업과학원
R001794-ZZ-AVG,"소고기, 한우(1++등급), 갈비(본갈비), 생것",육류,100,g,376,50.4,14.64,33.38,0,0,0,"9,831",69.89,9.67,14.16,0.52,농진청('20),국립농업과학원
R001795-ZZ-AVG,"소고기, 한우(1++등급), 갈비(안창살), 생것",육류,100,g,313,56.6,14.57,26.73,0,0,0,"11,633",65.22,8.37,9.93,0.38,농진청('20),국립농업과학원
R001796-ZZ-AVG,"소고기, 한우(1++등급), 갈비(제비추리), 생것",육류,100,g,202,66.3,20.04,12.49,0,0,0,"14,607",55.30,4.32,5.14,0.20,농진청('20),국립농업과학원
R001797-ZZ-AVG,"소고기, 한우(1++등급), 갈비(참갈비), 생것",육류,100,g,415,47.9,12.17,38.65,0,0,0,"10,145",73.96,10.03,15.87,0.56,농진청('20),국립농업과학원
R001798-ZZ-AVG,"소고기, 한우(1++등급), 갈비(토시살), 생것",육류,100,g,273,60.4,16.46,21.62,0,0,0,"10,587",67.85,6.95,8.47,0.32,농진청('20),국립농업과학원
R001799-ZZ-AVG,"소고기, 한우(1++등급), 등심, 생것",육류,100,g,349,52.7,15.76,30.03,0,0,0,"11,343",66.48,9.08,12.69,0.52,농진청('20),국립농업과학원
R001800-ZZ-AVG,"소고기, 한우(1++등급), 등심(꽃등심살), 생것",육류,100,g,365,50.3,15.44,31.86,0,0,0,"11,354",66.17,9.35,12.38,0.54,농진청('20),국립농업과학원
R001801-ZZ-AVG,"소고기, 한우(1++등급), 등심(살치살), 생것",육류,100,g,363,51.2,14.73,31.96,0,0,0,"11,186",68.26,9.05,13.66,0.51,농진청('20),국립농업과학원
R001802-ZZ-AVG,"소고기, 한우(1++등급), 등심(아래등심살), 생것",육류,100,g,348,52.2,16.23,29.73,0,0,0,"12,207",62.93,9.31,13.13,0.51,농진청('20),국립농업과학원
R001803-ZZ-AVG,"소고기, 한우(1++등급), 등심(윗등심살), 생것",육류,100,g,335,55.0,16.03,28.46,0,0,0,"10,973",67.86,8.82,12.43,0.51,농진청('20),국립농업과학원
R001804-ZZ-AVG,"소고기, 한우(1++등급), 목심, 생것",육류,100,g,217,64.8,20.24,13.96,0,0,0,"14,881",59.66,4.68,6.50,0.30,농진청('20),국립농업과학원
R001805-ZZ-AVG,"소고기, 한우(1++등급), 사태, 생것",육류,100,g,174,68.6,21.37,8.91,0,0,0,"15,442",52.88,2.50,4.16,0.15,농진청('20),국립농업과학원
R001806-ZZ-AVG,"소고기, 한우(1++등급), 사태(뒷사태), 생것",육류,100,g,178,67.8,21.41,9.31,0,0,0,"14,855",57.62,2.86,4.61,0.17,농진청('20),국립농업과학원
R001807-ZZ-AVG,"소고기, 한우(1++등급), 사태(뭉치사태), 생것",육류,100,g,167,68.4,22.45,7.70,0,0,0,"16,255",50.96,2.37,3.42,0.12,농진청('20),국립농업과학원
R001808-ZZ-AVG,"소고기, 한우(1++등급), 사태(상박살), 생것",육류,100,g,222,65.5,20.22,14.55,0,0,0,"14,960",58.37,4.48,6.43,0.23,농진청('20),국립농업과학원
R001809-ZZ-AVG,"소고기, 한우(1++등급), 사태(아롱사태), 생것",육류,100,g,233,63.8,21.76,15.03,0,0,0,"15,655",58.71,4.80,6.82,0.27,농진청('20),국립농업과학원
R001810-ZZ-AVG,"소고기, 한우(1++등급), 사태(앞사태), 생것",육류,100,g,159,70.6,20.86,7.58,0,0,0,"15,723",46.99,1.60,3.41,0.11,농진청('20),국립농업과학원
R001811-ZZ-AVG,"소고기, 한우(1++등급), 설도, 생것",육류,100,g,217,64.4,19.63,14.21,0,0,0,"13,967",57.43,4.45,6.35,0.25,농진청('20),국립농업과학원
R001812-ZZ-AVG,"소고기, 한우(1++등급), 설도(도가니살), 생것",육류,100,g,175,68.2,20.28,9.47,0,0,0,"13,539",60.32,3.15,4.25,0.19,농진청('20),국립농업과학원
R001813-ZZ-AVG,"소고기, 한우(1++등급), 설도(보섭살), 생것",육류,100,g,218,65.2,20.24,14.05,0,0,0,"14,281",53.81,4.89,5.71,0.25,농진청('20),국립농업과학원
R001814-ZZ-AVG,"소고기, 한우(1++등급), 설도(삼각살), 생것",육류,100,g,304,56.2,16.89,24.76,0,0,0,"12,832",56.54,7.68,11.29,0.46,농진청('20),국립농업과학원
R001815-ZZ-AVG,"소고기, 한우(1++등급), 설도(설깃머리살), 생것",육류,100,g,245,62.4,17.85,18.03,0,0,0,"12,988",59.30,5.54,8.23,0.31,농진청('20),국립농업과학원
R001816-ZZ-AVG,"소고기, 한우(1++등급), 설도(설깃살), 생것",육류,100,g,223,63.0,19.74,14.85,0,0,0,"14,628",57.59,4.14,6.99,0.23,농진청('20),국립농업과학원
R001817-ZZ-AVG,"소고기, 한우(1++등급), 안심, 생것",육류,100,g,268,63.8,17.40,20.63,0,0,0,"13,723",56.45,7.61,8.02,0.42,농진청('20),국립농업과학원
R001818-ZZ-AVG,"소고기, 한우(1++등급), 앞다리, 생것",육류,100,g,222,64.3,18.90,15.12,0,0,0,"14,364",56.70,4.67,6.76,0.27,농진청('20),국립농업과학원
R001819-ZZ-AVG,"소고기, 한우(1++등급), 앞다리(갈비덧살), 생것",육류,100,g,224,63.3,19.17,15.21,0,0,0,"13,561",51.23,4.43,6.98,0.24,농진청('20),국립농업과학원
R001820-ZZ-AVG,"소고기, 한우(1++등급), 앞다리(꾸리살), 생것",육류,100,g,192,66.7,19.58,11.58,0,0,0,"15,573",57.51,3.84,4.98,0.21,농진청('20),국립농업과학원
R001821-ZZ-AVG,"소고기, 한우(1++등급), 앞다리(부채덮개살), 생것",육류,100,g,185,68.2,21.26,10.10,0,0,0,"15,346",53.62,3.41,4.24,0.18,농진청('20),국립농업과학원
R001822-ZZ-AVG,"소고기, 한우(1++등급), 앞다리(부채살), 생것",육류,100,g,285,59.3,17.02,22.64,0,0,0,"12,108",60.30,7.48,10.09,0.45,농진청('20),국립농업과학원
R001823-ZZ-AVG,"소고기, 한우(1++등급), 앞다리(앞다리살), 생것",육류,100,g,213,64.9,18.93,14.19,0,0,0,"14,845",56.73,4.12,6.42,0.23,농진청('20),국립농업과학원
R001824-ZZ-AVG,"소고기, 한우(1++등급), 양지, 생것",육류,100,g,288,58.2,16.81,23.08,0,0,0,"11,903",61.53,6.59,10.87,0.38,농진청('20),국립농업과학원
R001825-ZZ-AVG,"소고기, 한우(1++등급), 양지(앞치마살), 생것",육류,100,g,351,52.7,14.29,30.90,0,0,0,"10,420",67.59,9.02,14.33,0.48,농진청('20),국립농업과학원
R001826-ZZ-AVG,"소고기, 한우(1++등급), 양지(양지머리), 생것",육류,100,g,213,65.2,19.88,13.75,0,0,0,"14,871",52.77,4.15,6.34,0.22,농진청('20),국립농업과학원
R001827-ZZ-AVG,"소고기, 한우(1++등급), 양지(업진살), 생것",육류,100,g,413,47.5,12.64,38.19,0,0,0,"8,978",69.99,10.97,18.48,0.64,농진청('20),국립농업과학원
R001828-ZZ-AVG,"소고기, 한우(1++등급), 양지(업진안살), 생것",육류,100,g,321,53.8,15.43,27.21,0,0,0,"11,520",63.57,8.74,11.48,0.42,농진청('20),국립농업과학원
R001829-ZZ-AVG,"소고기, 한우(1++등급), 양지(차돌박이), 생것",육류,100,g,342,52.3,14.12,29.96,0,0,0,"9,087",73.58,7.17,14.66,0.47,농진청('20),국립농업과학원
R001830-ZZ-AVG,"소고기, 한우(1++등급), 양지(치마살), 생것",육류,100,g,275,59.1,16.37,21.84,0,0,0,"11,561",60.50,6.90,9.85,0.37,농진청('20),국립농업과학원
R001831-ZZ-AVG,"소고기, 한우(1++등급), 양지(치마양지), 생것",육류,100,g,253,61.4,18.04,18.82,0,0,0,"11,963",59.51,5.40,8.72,0.30,농진청('20),국립농업과학원
R001832-ZZ-AVG,"소고기, 한우(1++등급), 우둔, 생것",육류,100,g,191,67.4,20.40,11.11,0,0,0,"14,584",53.87,3.26,4.87,0.16,농진청('20),국립농업과학원
R001833-ZZ-AVG,"소고기, 한우(1++등급), 우둔(우둔살), 생것",육류,100,g,191,67.3,20.39,11.17,0,0,0,"14,722",54.76,3.22,4.87,0.15,농진청('20),국립농업과학원
R001834-ZZ-AVG,"소고기, 한우(1++등급), 우둔(홍두깨살), 생것",육류,100,g,189,67.7,20.44,10.87,0,0,0,"14,016",50.26,3.44,4.84,0.17,농진청('20),국립농업과학원
R001835-ZZ-AVG,"소고기, 한우(1++등급), 채끝, 생것",육류,100,g,360,52.4,16.48,30.84,0,0,0,"12,156",63.05,8.59,12.53,0.42,농진청('20),국립농업과학원
R001836-ZZ-AVG,"소고기, 한우(1+등급), 살코기, 생것",육류,100,g,251,62.7,19.01,18.18,0,0,0,"17,865",70.82,5.78,9.02,0.34,대푯값,국립농업과학원
R001837-ZZ-AVG,"소고기, 한우(1+등급), 갈비, 생것",육류,100,g,388,54.0,15.50,34.29,0,0,0,"14,022",84.78,10.93,17.05,0.70,농진청('17),국립농업과학원
R001838-ZZ-AVG,"소고기, 한우(1+등급), 갈비(꽃갈비), 생것",육류,100,g,391,49.1,14.70,36.43,0,0,0,"11,335",84.91,11.75,18.66,0.78,농진청('17),국립농업과학원
R001839-ZZ-AVG,"소고기, 한우(1+등급), 갈비(본갈비), 생것",육류,100,g,388,51.2,14.69,34.65,0,0,0,"14,491",86.01,11.29,17.70,0.67,농진청('17),국립농업과학원
R001840-ZZ-AVG,"소고기, 한우(1+등급), 갈비(안창살), 생것",육류,100,g,313,56.4,15.25,26.40,0,0,0,"15,090",76.74,10.94,12.79,0.59,농진청('17),국립농업과학원
R001841-ZZ-AVG,"소고기, 한우(1+등급), 갈비(제비추리), 생것",육류,100,g,187,69.6,21.13,10.45,0,0,0,"20,729",64.65,3.51,4.67,0.18,농진청('17),국립농업과학원
R001842-ZZ-AVG,"소고기, 한우(1+등급), 갈비(참갈비), 생것",육류,100,g,373,52.7,14.82,32.98,0,0,0,"14,212",79.32,9.64,15.63,0.66,농진청('17),국립농업과학원
R001843-ZZ-AVG,"소고기, 한우(1+등급), 갈비(토시살), 생것",육류,100,g,269,62.5,15.69,21.52,0,0,0,"14,698",71.89,7.79,9.93,0.43,농진청('17),국립농업과학원
R001844-ZZ-AVG,"소고기, 한우(1+등급), 등심, 생것",육류,100,g,333,54.9,16.87,27.84,0,0,0,"16,031",77.19,9.44,13.65,0.56,농진청('17),국립농업과학원
R001845-ZZ-AVG,"소고기, 한우(1+등급), 등심(꽃등심살), 생것",육류,100,g,342,54.6,17.10,28.72,0,0,0,"16,380",75.62,9.75,13.62,0.59,농진청('17),국립농업과학원
R001846-ZZ-AVG,"소고기, 한우(1+등급), 등심(살치살), 생것",육류,100,g,351,51.8,13.53,31.28,0,0,0,"12,652",86.74,11.60,17.92,0.65,농진청('17),국립농업과학원
R001847-ZZ-AVG,"소고기, 한우(1+등급), 등심(아래등심살), 생것",육류,100,g,297,57.6,18.23,23.34,0,0,0,"17,601",68.87,8.05,11.43,0.47,농진청('17),국립농업과학원
R001848-ZZ-AVG,"소고기, 한우(1+등급), 등심(윗등심살), 생것",육류,100,g,339,54.6,16.98,28.45,0,0,0,"15,976",79.54,9.31,13.57,0.55,농진청('17),국립농업과학원
R001849-ZZ-AVG,"소고기, 한우(1+등급), 목심, 생것",육류,100,g,227,63.3,20.83,14.75,0,0,0,"20,644",74.01,5.75,7.88,0.33,농진청('17),국립농업과학원
R001850-ZZ-AVG,"소고기, 한우(1+등급), 사태, 생것",육류,100,g,156,71.6,21.29,7.06,0,0,0,"18,738",64.12,2.15,3.77,0.11,농진청('17),국립농업과학원
R001851-ZZ-AVG,"소고기, 한우(1+등급), 사태(뒷사태), 생것",육류,100,g,153,71.5,20.57,7.01,0,0,0,"19,373",68.40,2.21,3.95,0.11,농진청('17),국립농업과학원
R001852-ZZ-AVG,"소고기, 한우(1+등급), 사태(뭉치사태), 생것",육류,100,g,138,72.6,21.89,4.85,0,0,0,"19,747",52.06,1.38,2.39,0.06,농진청('17),국립농업과학원
R001853-ZZ-AVG,"소고기, 한우(1+등급), 사태(상박살), 생것",육류,100,g,211,66.8,20.12,13.38,0,0,0,"19,500",72.56,4.29,6.89,0.23,농진청('17),국립농업과학원
R001854-ZZ-AVG,"소고기, 한우(1+등급), 사태(아롱사태), 생것",육류,100,g,241,63.0,20.60,16.38,0,0,0,"20,156",79.45,5.05,7.73,0.22,농진청('17),국립농업과학원
R001855-ZZ-AVG,"소고기, 한우(1+등급), 사태(앞사태), 생것",육류,100,g,153,72.9,22.05,6.41,0,0,0,"17,165",63.11,1.88,3.42,0.10,농진청('17),국립농업과학원
R001856-ZZ-AVG,"소고기, 한우(1+등급), 설도, 생것",육류,100,g,191,68.0,20.82,10.96,0,0,0,"18,237",65.78,3.35,5.11,0.18,농진청('17),국립농업과학원
R001857-ZZ-AVG,"소고기, 한우(1+등급), 설도(도가니살), 생것",육류,100,g,171,70.2,20.02,9.18,0,0,0,"19,337",68.83,3.00,4.62,0.16,농진청('17),국립농업과학원
R001858-ZZ-AVG,"소고기, 한우(1+등급), 설도(보섭살), 생것",육류,100,g,179,68.2,21.82,9.21,0,0,0,"17,413",65.20,3.26,4.01,0.17,농진청('17),국립농업과학원
R001859-ZZ-AVG,"소고기, 한우(1+등급), 설도(삼각살), 생것",육류,100,g,211,65.8,19.38,13.74,0,0,0,"16,534",64.44,4.54,7.43,0.25,농진청('17),국립농업과학원
R001860-ZZ-AVG,"소고기, 한우(1+등급), 설도(설깃머리살), 생것",육류,100,g,211,66.4,19.20,13.81,0,0,0,"17,622",67.33,4.29,7.14,0.25,농진청('17),국립농업과학원
R001861-ZZ-AVG,"소고기, 한우(1+등급), 설도(설깃살), 생것",육류,100,g,207,67.1,21.50,12.38,0,0,0,"18,560",63.47,3.16,5.29,0.18,농진청('17),국립농업과학원
R001862-ZZ-AVG,"소고기, 한우(1+등급), 안심, 생것",육류,100,g,210,67.5,20.69,13.03,0,0,0,"20,459",66.16,4.90,6.15,0.28,농진청('17),국립농업과학원
R001863-ZZ-AVG,"소고기, 한우(1+등급), 앞다리, 생것",육류,100,g,200,67.7,19.72,12.37,0,0,0,"19,243",64.68,4.07,6.13,0.22,농진청('17),국립농업과학원
R001864-ZZ-AVG,"소고기, 한우(1+등급), 앞다리(갈비덧살), 생것",육류,100,g,215,64.6,18.61,14.51,0,0,0,"18,059",63.29,5.12,8.19,0.31,농진청('17),국립농업과학원
R001865-ZZ-AVG,"소고기, 한우(1+등급), 앞다리(꾸리살), 생것",육류,100,g,189,70.2,19.04,11.51,0,0,0,"18,812",68.54,3.75,5.30,0.19,농진청('17),국립농업과학원
R001866-ZZ-AVG,"소고기, 한우(1+등급), 앞다리(부채덮개살), 생것",육류,100,g,161,70.6,20.70,7.85,0,0,0,"19,774",56.80,2.53,3.41,0.13,농진청('17),국립농업과학원
R001867-ZZ-AVG,"소고기, 한우(1+등급), 앞다리(부채살), 생것",육류,100,g,251,63.6,17.42,18.84,0,0,0,"16,688",70.47,5.99,9.04,0.34,농진청('17),국립농업과학원
R001868-ZZ-AVG,"소고기, 한우(1+등급), 앞다리(앞다리살), 생것",육류,100,g,188,68.6,20.74,10.71,0,0,0,"20,390",63.37,3.55,5.43,0.19,농진청('17),국립농업과학원
R001869-ZZ-AVG,"소고기, 한우(1+등급), 양지, 생것",육류,100,g,273,61.4,17.77,21.09,0,0,0,"17,298",73.43,6.07,11.03,0.38,농진청('17),국립농업과학원
R001870-ZZ-AVG,"소고기, 한우(1+등급), 양지(앞치마살), 생것",육류,100,g,297,59.4,17.38,23.81,0,0,0,"17,025",69.83,7.52,11.66,0.47,농진청('17),국립농업과학원
R001871-ZZ-AVG,"소고기, 한우(1+등급), 양지(양지머리), 생것",육류,100,g,197,68.1,19.77,12.11,0,0,0,"19,659",61.55,3.59,6.27,0.21,농진청('17),국립농업과학원
R001872-ZZ-AVG,"소고기, 한우(1+등급), 양지(업진살), 생것",육류,100,g,335,56.4,15.09,28.85,0,0,0,"13,309",84.96,8.17,15.88,0.55,농진청('17),국립농업과학원
R001873-ZZ-AVG,"소고기, 한우(1+등급), 양지(업진안살), 생것",육류,100,g,305,59.0,18.09,24.35,0,0,0,"18,011",70.80,7.87,10.89,0.39,농진청('17),국립농업과학원
R001874-ZZ-AVG,"소고기, 한우(1+등급), 양지(차돌박이), 생것",육류,100,g,484,42.5,11.16,46.45,0,0,0,"11,006",105.40,11.82,23.88,0.78,농진청('17),국립농업과학원
R001875-ZZ-AVG,"소고기, 한우(1+등급), 양지(치마살), 생것",육류,100,g,241,64.4,17.64,17.69,0,0,0,"17,442",77.63,6.03,8.62,0.33,농진청('17),국립농업과학원
R001876-ZZ-AVG,"소고기, 한우(1+등급), 양지(치마양지), 생것",육류,100,g,217,66.0,20.81,13.71,0,0,0,"20,518",63.37,4.23,7.48,0.26,농진청('17),국립농업과학원
R001877-ZZ-AVG,"소고기, 한우(1+등급), 우둔, 생것",육류,100,g,179,68.4,22.47,8.92,0,0,0,"21,687",61.46,2.10,3.43,0.11,농진청('17),국립농업과학원
R001878-ZZ-AVG,"소고기, 한우(1+등급), 우둔(우둔살), 생것",육류,100,g,183,67.6,22.68,9.32,0,0,0,"21,987",62.56,2.09,3.48,0.11,농진청('17),국립농업과학원
R001879-ZZ-AVG,"소고기, 한우(1+등급), 우둔(홍두깨살), 생것",육류,100,g,160,71.4,21.61,7.31,0,0,0,"20,460",56.96,2.17,3.22,0.11,농진청('17),국립농업과학원
R001880-ZZ-AVG,"소고기, 한우(1+등급), 채끝, 생것",육류,100,g,314,56.3,17.92,25.29,0,0,0,"17,001",70.81,8.61,12.25,0.52,농진청('17),국립농업과학원
R001881-ZZ-AVG,"소고기, 한우(1등급), 살코기, 생것",육류,100,g,233,63.3,20.22,15.70,0,0,0,"19,212",66.08,5.60,7.38,0.30,대푯값,국립농업과학원
R001882-ZZ-AVG,"소고기, 한우(1등급), 갈비, 생것",육류,100,g,376,52.7,16.78,32.39,0,0,0,"16,037",79.43,10.31,13.19,0.61,농진청('16),국립농업과학원
R001883-ZZ-AVG,"소고기, 한우(1등급), 갈비(꽃갈비), 생것",육류,100,g,396,48.0,15.35,35.25,0,0,0,"14,270",83.81,10.35,13.44,0.63,농진청('16),국립농업과학원
